wavelength_1,M565L3,wavelength_2,MINTL5
,0.03502,716.89904,
,0.03505,717.13367,
,0.03353,717.36831,
,0.03506,717.60295,
,0.03455,717.83761,
,0.03428,718.07227,
,0.03194,718.30695,
,0.0332,718.54163,
,0.03375,718.77633,
,0.03495,719.01103,
,0.03411,719.24574,
,0.03328,719.48046,
,0.0312,719.71519,
,0.03315,719.94993,
,0.03127,720.18468,
,0.03253,720.41944,
,0.03139,720.65421,
,0.03087,720.88899,
,0.03126,721.12377,
,0.03162,721.35857,
,0.0305,721.59337,
,0.03075,721.82819,
,0.03055,722.06301,
,0.03141,722.29785,
,0.02857,722.53269,
,0.02994,722.76754,
,0.02802,723.0024,
,0.03015,723.23727,
,0.02919,723.47216,
,0.02944,723.70704,
,0.02883,723.94194,
,0.02902,724.17685,
,0.02737,724.41177,
,0.02935,724.6467,
,0.02826,724.88163,
,0.02874,725.11658,
,0.02713,725.35153,
,0.02834,725.58649,
,0.02678,725.82147,
,0.02724,726.05645,
,0.02603,726.29144,
,0.02736,726.52644,
,0.02591,726.76145,
,0.02653,726.99647,
,0.02604,727.2315,
,0.02706,727.46654,
,0.02548,727.70158,
,0.02555,727.93664,
,0.02509,728.17171,
,0.02576,728.40678,
,0.02518,728.64187,
,0.02596,728.87696,
,0.02521,729.11206,
,0.02535,729.34717,
,0.02468,729.58229,
,0.02535,729.81742,
,0.02363,730.05256,
,0.02488,730.28771,
,0.02314,730.52287,
,0.02475,730.75804,
,0.02251,730.99321,
,0.02439,731.2284,
,0.02222,731.46359,
,0.02351,731.69879,
,0.02301,731.93401,
,0.02314,732.16923,
,0.0216,732.40446,
,0.02294,732.6397,
,0.02155,732.87495,
,0.02291,733.11021,
,0.02239,733.34547,
,0.02242,733.58075,
,0.02119,733.81604,
,0.02267,734.05133,
,0.02108,734.28664,
,0.02226,734.52195,
,0.02076,734.75727,
,0.02168,734.9926,
,0.02101,735.22794,
,0.02125,735.46329,
,0.02099,735.69865,
,0.02129,735.93402,
,0.0201,736.1694,
,0.01998,736.40478,
,0.0195,736.64018,
,0.01956,736.87558,
,0.01971,737.111,
,0.01949,737.34642,
,0.01892,737.58185,
,0.02027,737.81729,
,0.01873,738.05274,
,0.0194,738.2882,
,0.01981,738.52367,
,0.01949,738.75914,
,0.01786,738.99463,
,0.01955,739.23012,
,0.01747,739.46563,
,0.01883,739.70114,
,0.0175,739.93666,
,0.01796,740.17219,
,0.01804,740.40773,
,0.0186,740.64328,
,0.01718,740.87884,
,0.01798,741.11441,
,0.01657,741.34998,
,0.01782,741.58557,
,0.01664,741.82116,
,0.01716,742.05676,
,0.01721,742.29238,
,0.0177,742.528,
,0.01647,742.76363,
,0.01691,742.99927,
,0.01596,743.23491,
,0.01684,743.47057,
,0.01645,743.70624,
,0.01754,743.94191,
,0.01509,744.1776,
,0.01609,744.41329,
,0.01489,744.64899,
,0.01723,744.8847,
,0.01464,745.12042,
,0.01602,745.35615,
,0.01512,745.59189,
,0.01645,745.82763,
,0.01395,746.06339,
,0.01563,746.29915,
,0.01482,746.53493,
,0.01531,746.77071,
,0.01442,747.0065,
,0.01486,747.2423,
,0.0139,747.47811,
,0.01471,747.71393,
,0.01382,747.94975,
,0.01446,748.18559,
,0.01367,748.42143,
,0.01437,748.65728,
,0.01325,748.89315,
,0.01408,749.12902,
,0.01246,749.3649,
,0.01477,749.60079,
,0.01272,749.83668,
,0.01402,750.07259,
,0.01266,750.30851,
,0.01398,750.54443,
,0.01406,750.78036,
,0.014,751.0163,
,0.01257,751.25226,
,0.01374,751.48821,
,0.01184,751.72418,
,0.01339,751.96016,
,0.0122,752.19615,
,0.0131,752.43214,
,0.01265,752.66814,
,0.01293,752.90416,
,0.01274,753.14018,
,0.01308,753.37621,
,0.01122,753.61225,
,0.01269,753.8483,
,0.01103,754.08435,
,0.01206,754.32042,
,0.01149,754.55649,
,0.0121,754.79257,
,0.01133,755.02867,
,0.01209,755.26477,
,0.01128,755.50087,
,0.01103,755.73699,
,0.01116,755.97312,
,0.01132,756.20925,
,0.01063,756.4454,
,0.01139,756.68155,
,0.01046,756.91771,
,0.01017,757.15388,
,0.00955,757.39006,
,0.01115,757.62625,
,0.00973,757.86245,
,0.01069,758.09865,
,0.00984,758.33487,
,0.00978,758.57109,
,0.01115,758.80732,
,0.00995,759.04356,
,0.01195,759.27981,
,0.00934,759.51607,
,0.01129,759.75233,
,0.0103,759.98861,
,0.00964,760.22489,
,0.00906,760.46118,
,0.01078,760.69748,
,0.00879,760.93379,
,0.01051,761.17011,
,0.00894,761.40644,
,0.00943,761.64278,
,0.00836,761.87912,
,0.01011,762.11547,
,0.00952,762.35183,
,0.00961,762.5882,
,0.00863,762.82458,
,0.00977,763.06097,
,0.00807,763.29737,
,0.00995,763.53377,
,0.0086,763.77019,
,0.00958,764.00661,
,0.00829,764.24304,
,0.00856,764.47948,
,0.00821,764.71593,
,0.00931,764.95238,
,0.00843,765.18885,
,0.00875,765.42532,
,0.00671,765.6618,
,0.00879,765.89829,
,0.00825,766.13479,
,0.00831,766.3713,
,0.00735,766.60782,
,0.00846,766.84434,
,0.0086,767.08088,
,0.00734,767.31742,
,0.00733,767.55397,
,0.00775,767.79053,
,0.00849,768.0271,
,0.00909,768.26367,
,0.00846,768.50026,
,0.00952,768.73685,
,0.00727,768.97346,
,0.00779,769.21007,
,0.00669,769.44669,
,0.00833,769.68331,
,0.00685,769.91995,
,0.00815,770.15659,
,0.00684,770.39325,
,0.00829,770.62991,
,0.00732,770.86658,
,0.00777,771.10326,
,0.00698,771.33995,
,0.00852,771.57664,
,0.00738,771.81335,
,0.00872,772.05006,
,0.0061,772.28678,
,0.00773,772.52351,
,0.0061,772.76025,
,0.00816,772.997,
,0.00643,773.23375,
,0.00818,773.47052,
,0.00535,773.70729,
,0.00705,773.94407,
,0.00629,774.18086,
,0.00731,774.41765,
,0.0051,774.65446,
,0.00833,774.89127,
,0.00503,775.1281,
,0.00617,775.36493,
,0.00459,775.60177,
,0.00605,775.83862,
,0.0045,776.07547,
,0.0075,776.31234,
,0.00607,776.54921,
,0.0074,776.78609,
,0.00546,777.02298,
,0.00675,777.25988,
,0.00488,777.49679,
,0.0085,777.7337,
,0.00544,777.97063,
,0.00832,778.20756,
,0.00634,778.4445,
,0.00662,778.68145,
,0.00443,778.91841,
,0.00575,779.15537,
,0.00476,779.39235,
,0.00648,779.62933,
,0.00538,779.86632,
,0.00765,780.10332,
,0.00512,780.34033,
,0.00545,780.57734,
,0.00513,780.81437,
,0.00817,781.0514,
,0.00622,781.28844,
,0.00599,781.52549,
,0.00434,781.76255,
,0.0068,781.99961,
,0.00514,782.23669,
,0.00546,782.47377,
,0.00522,782.71086,
,0.00552,782.94796,
,0.00359,783.18507,
,0.00623,783.42218,
,0.00512,783.6593,
,0.00688,783.89644,
,0.00373,784.13358,
,0.00525,784.37073,
,0.00511,784.60788,
,0.00693,784.84505,
,0.00377,785.08222,
,0.00551,785.3194,
,0.00315,785.55659,
,0.00602,785.79379,
,0.00491,786.031,
,0.00508,786.26821,
,0.00385,786.50544,
,0.0048,786.74267,
,0.00337,786.97991,
,0.00466,787.21716,
,0.00257,787.45441,
,0.00641,787.69168,
,0.00389,787.92895,
,0.00526,788.16623,
,0.00325,788.40352,
,0.00575,788.64081,
,0.00324,788.87812,
,0.00432,789.11543,
,0.0044,789.35275,
,0.00659,789.59008,
,0.00356,789.82742,
,0.00421,790.06477,
,0.00289,790.30212,
,0.00491,790.53949,
,0.00223,790.77686,
,0.00498,791.01424,
,0.00271,791.25162,
,0.00536,791.48902,
,0.00445,791.72642,
,0.00482,791.96383,
,0.00426,792.20125,
,0.00457,792.43868,
,0.00309,792.67612,
,0.00421,792.91356,
,0.00267,793.15101,
,0.00399,793.38847,
,0.00289,793.62594,
,0.00453,793.86342,
,0.00175,794.1009,
,0.00463,794.3384,
,0.00275,794.5759,
,0.00402,794.81341,
,0.00317,795.05092,
,0.00499,795.28845,
,0.00363,795.52598,
,0.00392,795.76352,
,0.00283,796.00107,
,0.0042,796.23863,
,0.00384,796.4762,
,0.00467,796.71377,
,0.00243,796.95135,
,0.00497,797.18894,
,0.00347,797.42654,
,0.00352,797.66415,
,0.00261,797.90176,
,0.00293,798.13938,
,0.00285,798.37701,
,0.00427,798.61465,
,0.00297,798.8523,
,0.00428,799.08995,
,0.00211,799.32761,
,0.00482,799.56528,
,0.00228,799.80296,
,0.00378,800.04065,
,0.00178,800.27834,
,0.00406,800.51605,
,0.00254,800.75376,
,0.00443,800.99147,
,0.00347,801.2292,
,0.00405,801.46694,
,0.00237,801.70468,
,0.00389,801.94243,
,0.0024,802.18019,
,0.00359,802.41795,
,0.00227,802.65573,
,0.00374,802.89351,
,0.00134,803.1313,
,0.0046,803.3691,
,0.00232,803.6069,
,0.00367,803.84472,
,0.00172,804.08254,
,0.00398,804.32037,
,0.00201,804.55821,
,0.00356,804.79605,
,0.00208,805.03391,
,0.00337,805.27177,
,7.95E-04,805.50964,
,0.00328,805.74752,
,0.00235,805.9854,
,0.00357,806.2233,
,0.00234,806.4612,
,0.00301,806.69911,
,0.00188,806.93702,
,0.00354,807.17495,
,7.98E-04,807.41288,
,0.00385,807.65082,
,0.00164,807.88877,
,0.00316,808.12673,
,0.00244,808.36469,
,0.00235,808.60266,
,9.59E-04,808.84064,
,0.00261,809.07863,
,0.00109,809.31663,
,0.00274,809.55463,
,6.08E-04,809.79264,
,0.00259,810.03066,
,0.00201,810.26869,
,0.00347,810.50672,
,0.00208,810.74477,
,0.00324,810.98282,
,7.32E-04,811.22088,
,0.00312,811.45894,
,9.3E-04,811.69702,
,0.00348,811.9351,
,0.00171,812.17319,
,0.00278,812.41129,
,0.00193,812.64939,
,0.00355,812.88751,
,0.00121,813.12563,
,0.00421,813.36376,
,0.00192,813.60189,
,0.00318,813.84004,
,8.33E-04,814.07819,
,0.00336,814.31635,
,9E-04,814.55452,
,0.0033,814.79269,
,0.0019,815.03088,
,0.004,815.26907,
,8.47E-04,815.50727,
,0.0037,815.74547,
,4.19E-04,815.98369,
,0.0022,816.22191,
,-2.88E-04,816.46014,
,0.00142,816.69838,
,0.00205,816.93662,
,0.00266,817.17488,
,5.86E-04,817.41314,
,0.0042,817.65141,
,0.00211,817.88968,
,0.00241,818.12797,
,0.00137,818.36626,
,0.00299,818.60456,
,9.84E-04,818.84286,
,0.00128,819.08118,
,0.00301,819.3195,
,-1.67E-04,819.55783,
,0.00221,819.79617,
,0.00106,820.03451,
,0.00304,820.27287,
,4.28E-04,820.51123,
,0.00293,820.7496,
,2.5E-05,820.98797,
,0.00314,821.22636,
,5.98E-04,821.46475,
,0.00229,821.70315,
,0.00101,821.94155,
,0.00299,822.17997,
,0.00139,822.41839,
,0.00354,822.65682,
,6.5E-04,822.89526,
,0.00315,823.1337,
,3.31E-04,823.37216,
,0.00174,823.61062,
,0.00109,823.84908,
,0.00314,824.08756,
,0.00171,824.32604,
,0.00305,824.56453,
,0.00139,824.80303,
,0.00264,825.04154,
,2.55E-04,825.28005,
,0.00238,825.51857,
,5.33E-04,825.7571,
,0.00199,825.99564,
,-0.00113,826.23418,
,0.00313,826.47273,
,4.85E-04,826.71129,
,0.00178,826.94986,
,3.69E-04,827.18843,
,0.00169,827.42701,
,-1.04E-04,827.6656,
,0.00155,827.9042,
,8.87E-04,828.1428,
,0.00183,828.38141,
,6.7E-04,828.62003,
,0.00289,828.85866,
,9.05E-04,829.0973,
,0.00252,829.33594,
,9.34E-04,829.57459,
,0.00217,829.81324,
,1.18E-04,830.05191,
,0.00294,830.29058,
,0.00121,830.52926,
,0.00236,830.76795,
,0.00113,831.00664,
,0.00234,831.24534,
,-2.96E-04,831.48405,
,0.0029,831.72277,
,1.18E-04,831.96149,
,0.00213,832.20023,
,3.77E-04,832.43897,
,0.00279,832.67771,
,5.84E-04,832.91647,
,0.00327,833.15523,
,7.77E-05,833.394,
,0.00255,833.63277,
,7.04E-04,833.87156,
,0.00144,834.11035,
,-4.68E-04,834.34915,
,0.00237,834.58796,
,0.00118,834.82677,
,0.00135,835.06559,
,1.31E-04,835.30442,
,0.00173,835.54326,
,-1.42E-04,835.7821,
,0.00246,836.02095,
,1.04E-04,836.25981,
,0.00178,836.49867,
,1.3E-04,836.73755,
,0.00133,836.97643,
,9.67E-04,837.21532,
,0.00243,837.45421,
,1.3E-04,837.69311,
,9.95E-04,837.93203,
,0.00116,838.17094,
,0.00121,838.40987,
,-7.54E-04,838.6488,
,0.00263,838.88774,
,6.18E-04,839.12669,
,0.00227,839.36564,
,-0.00108,839.6046,
,0.00197,839.84357,
,2.78E-04,840.08255,
,0.00249,840.32153,
,1E-03,840.56052,
,0.00112,840.79952,
,1.59E-04,841.03853,
,0.00171,841.27754,
,0.00157,841.51656,
,0.00152,841.75559,
,4.68E-04,841.99462,
,0.0012,842.23367,
,-8.78E-04,842.47272,
,0.00215,842.71177,
,5.17E-04,842.95084,
,7.47E-04,843.18991,
,-2.52E-06,843.42899,
,0.00183,843.66807,
,4.37E-04,843.90717,
,6.2E-04,844.14627,
,3.84E-04,844.38538,
,0.00146,844.62449,
,5.87E-05,844.86361,
,0.00178,845.10274,
,0.00156,845.34188,
,0.00155,845.58102,
,0.00125,845.82018,
,0.00243,846.05934,
,0.00124,846.2985,
,0.00218,846.53767,
,-0.0017,846.77685,
,0.00259,847.01604,
,-3.9E-04,847.25524,
,0.00129,847.49444,
,1.71E-04,847.73365,
,0.00117,847.97287,
,6.81E-04,848.21209,
,5.43E-04,848.45132,
,2.29E-04,848.69056,
,0.00122,848.9298,
,-0.00112,849.16906,
,0.0018,849.40832,
,-1.79E-04,849.64758,
,0.00135,849.88686,
,-0.00128,850.12614,
,-8.05E-05,850.36543,
,-2.94E-04,850.60472,
,0.00136,850.84403,
,-8.02E-04,851.08334,
,6.49E-04,851.32265,
,-0.00151,851.56198,
,0.00114,851.80131,
,-7.52E-04,852.04065,
,5.61E-04,852.27999,
,-0.00151,852.51935,
,0.00182,852.75871,
,-9E-05,852.99807,
,0.00175,853.23745,
,-7.66E-04,853.47683,
,0.00148,853.71622,
,-0.00138,853.95561,
,0.00388,854.19502,
,-8.44E-05,854.43443,
,0.00177,854.67384,
,0.00157,854.91327,
,0.00129,855.1527,
,-6.98E-04,855.39214,
,2.32E-04,855.63158,
,-0.00115,855.87103,
,0.00207,856.11049,
,9.25E-04,856.34996,
,0.00155,856.58943,
,-0.00136,856.82892,
,0.00211,857.0684,
,4.73E-04,857.3079,
,0.00248,857.5474,
,4.61E-04,857.78691,
,0.00102,858.02642,
,-6.43E-04,858.26595,
,4.73E-04,858.50548,
,3.47E-04,858.74502,
,7.39E-04,858.98456,
,-8.45E-04,859.22411,
,7.05E-04,859.46367,
,-5.77E-04,859.70323,
,4.03E-04,859.94281,
,-9.49E-04,860.18239,
,0.00108,860.42197,
,2.16E-05,860.66156,
,0.00176,860.90116,
,1.8E-04,861.14077,
,2.56E-04,861.38039,
,-0.001,861.62001,
,0.00233,861.85964,
,-0.00132,862.09927,
,0.00153,862.33891,
,-0.00114,862.57856,
,0.00159,862.81822,
,-8.69E-04,863.05788,
,1.27E-04,863.29755,
,-9.09E-05,863.53723,
,0.0023,863.77691,
,-8.28E-05,864.0166,
,0.00111,864.2563,
,5.04E-05,864.49601,
,8.3E-04,864.73572,
,-3.99E-04,864.97544,
,-5.18E-04,865.21516,
,-8.92E-04,865.45489,
,0.0015,865.69463,
,-0.00119,865.93438,
,0.00158,866.17413,
,-0.00104,866.41389,
,0.0023,866.65366,
,-8.71E-04,866.89343,
,0.00165,867.13321,
,-0.00199,867.373,
,0.00215,867.6128,
,-1.27E-05,867.8526,
,-2.89E-04,868.09241,
,-0.00158,868.33222,
,0.00235,868.57204,
,-0.00112,868.81187,
,0.00218,869.05171,
,-0.00127,869.29155,
,0.00304,869.5314,
,-2.19E-04,869.77126,
,8.63E-04,870.01112,
,-1.42E-04,870.25099,
,0.00118,870.49087,
,4.45E-04,870.73075,
,0.00281,870.97064,
,4.89E-04,871.21054,
,0.00107,871.45044,
,-0.00225,871.69035,
,-0.00123,871.93027,
,-0.00166,872.1702,
,9.72E-04,872.41013,
,-0.0016,872.65007,
,0.00103,872.89001,
,3.6E-04,873.12996,
,5.39E-04,873.36992,
,-0.00279,873.60989,
,0.00255,873.84986,
,-0.00149,874.08984,
,0.00121,874.32982,
,-0.00133,874.56982,
,5.99E-04,874.80982,
,-7.06E-04,875.04982,
,-5.83E-05,875.28983,
,-0.00199,875.52985,
,0.00111,875.76988,
,-7.19E-04,876.00991,
,0.001,876.24995,
,-8.58E-04,876.49,
,-5.97E-05,876.73005,
,-0.00379,876.97011,
,0.00244,877.21018,
,-0.00233,877.45025,
,0.00177,877.69033,
,-9.93E-04,877.93042,
,0.00167,878.17051,
,-8.04E-04,878.41061,
,8.92E-04,878.65072,
,-0.00404,878.89084,
,0.00425,879.13096,
,-9.53E-04,879.37108,
,0.00159,879.61122,
,0.00142,879.85136,
,0.00306,880.0915,
,-9.18E-04,880.33166,
,-0.00215,880.57182,
,0.00132,880.81199,
,-6.52E-04,881.05216,
,0.00109,881.29234,
,-8.56E-04,881.53253,
,0.00148,881.77272,
,-7.06E-04,882.01292,
,0.00231,882.25313,
,3.54E-04,882.49334,
,0.0013,882.73356,
,-0.00211,882.97379,
,0.0018,883.21402,
,-3.29E-04,883.45426,
,0.00154,883.69451,
,6.97E-04,883.93476,
,0.00298,884.17502,
,-0.0013,884.41529,
,0.00222,884.65556,
,-7.86E-04,884.89584,
,0.00304,885.13613,
,-0.00153,885.37642,
,0.00295,885.61672,
,6.97E-05,885.85703,
,0.00121,886.09734,
,-0.00256,886.33766,
,9.67E-04,886.57799,
,-0.00249,886.81832,
,0.00266,887.05866,
,-7.95E-04,887.29901,
,2.1E-05,887.53936,
,-1.94E-04,887.77972,
,-1.45E-04,888.02008,
,0.001,888.26045,
,0.00341,888.50083,
,-1.46E-04,888.74122,
,-6.92E-05,888.98161,
,-0.00162,889.22201,
,-0.00113,889.46241,
,-0.00228,889.70282,
,-0.00116,889.94324,
,-7.11E-04,890.18366,
,0.00247,890.42409,
,-0.00131,890.66453,
,7.48E-04,890.90497,
,-4.81E-04,891.14542,
,0.00367,891.38588,
,-0.00216,891.62634,
,6.07E-04,891.86681,
,-0.00362,892.10729,
,9.43E-04,892.34777,
,-0.00274,892.58826,
,0.00173,892.82876,
,-0.00109,893.06926,
,0.00136,893.30977,
,-0.00317,893.55028,
,0.00186,893.7908,
,3.34E-04,894.03133,
,5.24E-04,894.27186,
,-0.00266,894.51241,
,0.00117,894.75295,
,-0.00279,894.99351,
,0.00204,895.23407,
,-0.00459,895.47463,
,0.00448,895.7152,
,-0.00434,895.95578,
,0.00155,896.19637,
,-0.00198,896.43696,
,0.00196,896.67756,
,-0.00314,896.91816,
,0.00111,897.15878,
,-0.00363,897.39939,
,0.0028,897.64002,
,-0.00139,897.88065,
,-3.34E-05,898.12128,
,-0.00346,898.36193,
,7.09E-04,898.60258,
,-0.00492,898.84323,
,0.00142,899.08389,
,-0.00406,899.32456,
,0.00269,899.56524,
,-0.00291,899.80592,
,0.0026,900.04661,
,-0.00202,900.2873,
,0.00242,900.528,
,-0.00461,900.76871,
,0.00306,901.00942,
,-0.00298,901.25014,
,0.00323,901.49087,
,-0.0037,901.7316,
,0.00241,901.97234,
,-0.00555,902.21308,
,6.07E-04,902.45383,
,-0.0043,902.69459,
,0.00246,902.93535,
,-0.0023,903.17612,
,0.00296,903.4169,
,-0.00256,903.65768,
,0.00124,903.89847,
,-0.00343,904.13926,
,0.00129,904.38006,
,-0.00315,904.62087,
,0.00227,904.86169,
,-0.00174,905.10251,
,3.81E-04,905.34333,
,-0.00347,905.58416,
,0.00236,905.825,
,-0.00106,906.06585,
,0.00205,906.3067,
,-0.00133,906.54756,
,-5.06E-04,906.78842,
,-0.00163,907.02929,
,-5.88E-04,907.27017,
,-0.00318,907.51105,
,0.00507,907.75194,
,-0.00287,907.99283,
,0.00231,908.23373,
,-0.00452,908.47464,
,0.00103,908.71555,
,6.48E-04,908.95647,
,-0.00135,909.1974,
,-0.00628,909.43833,
,-3.11E-04,909.67927,
,-3.44E-04,909.92021,
,-0.00147,910.16116,
,-0.00259,910.40212,
,0.00159,910.64308,
,-0.00163,910.88405,
,0.00429,911.12503,
,-7.07E-05,911.36601,
,0.00209,911.607,
,-0.00255,911.84799,
,0.00165,912.08899,
,-0.00372,912.33,
,0.00275,912.57101,
,-0.00111,912.81203,
,-8.85E-05,913.05305,
,-0.00763,913.29408,
,-6.03E-04,913.53512,
,-0.00107,913.77616,
,7.77E-04,914.01721,
,-0.00411,914.25827,
,0.00142,914.49933,
,-0.00314,914.74039,
,0.00358,914.98147,
,-0.00153,915.22255,
,0.00317,915.46363,
,-0.00333,915.70472,
,0.00175,915.94582,
,-0.0018,916.18693,
,7.93E-04,916.42804,
,-0.00207,916.66915,
,4.56E-04,916.91027,
,-0.00542,917.1514,
,0.00269,917.39254,
,-0.00269,917.63368,
,7.16E-04,917.87482,
,-0.00296,918.11597,
,0.00136,918.35713,
,-0.00582,918.5983,
,-0.00331,918.83947,
,-0.0032,919.08064,
,0.00339,919.32183,
,-0.00264,919.56301,
,0.0016,919.80421,
,-0.00296,920.04541,
,0.00152,920.28662,
,-0.00257,920.52783,
,0.00123,920.76905,
,-0.00194,921.01027,
,-0.00101,921.2515,
,-0.00611,921.49274,
,0.00327,921.73398,
,-0.00213,921.97523,
,8.52E-04,922.21648,
,-6.19E-06,922.45774,
,9.99E-04,922.69901,
,-0.00296,922.94028,
,-5.83E-04,923.18156,
,1.91E-04,923.42285,
,2.98E-05,923.66414,
,-0.00292,923.90543,
,3.56E-04,924.14673,
,-0.00509,924.38804,
,1.15E-05,924.62936,
,-0.00419,924.87068,
,4.51E-04,925.112,
,-0.00336,925.35333,
,0.00163,925.59467,
,-0.00117,925.83602,
,0.00583,926.07737,
,-0.00344,926.31872,
,0.0045,926.56008,
,-0.00345,926.80145,
,0.00483,927.04282,
,-0.00429,927.2842,
,0.00272,927.52559,
,-0.00518,927.76698,
,-0.00266,928.00837,
,-0.001,928.24978,
,0.0026,928.49119,
,-0.00351,928.7326,
,-4.43E-04,928.97402,
,-4.06E-04,929.21545,
,0.0036,929.45688,
,-0.00159,929.69832,
,6.45E-04,929.93976,
,-0.003,930.18121,
,-1.41E-04,930.42267,
,-0.00147,930.66413,
,0.00158,930.90559,
,-0.00398,931.14707,
,5.57E-04,931.38855,
,-0.00151,931.63003,
,7.14E-05,931.87152,
,-0.00279,932.11302,
,-5.18E-04,932.35452,
,-0.00109,932.59603,
,-4.64E-05,932.83754,
,-0.00301,933.07906,
,-0.00132,933.32059,
,-0.00846,933.56212,
,0.00307,933.80365,
,-9.99E-04,934.0452,
,0.00533,934.28674,
,-9.87E-04,934.5283,
,0.00161,934.76986,
,-0.00723,935.01142,
,0.00219,935.253,
,-0.0058,935.49457,
,0.00118,935.73616,
,-0.00568,935.97774,
,0.0013,936.21934,
,-0.00235,936.46094,
,0.00679,936.70254,
,-0.00532,936.94416,
,0.00188,937.18577,
,-0.0058,937.4274,
,-6.68E-04,937.66903,
,-7.47E-05,937.91066,
,0.00326,938.1523,
,-0.00536,938.39395,
,0.0052,938.6356,
,-0.00211,938.87726,
,0.00339,939.11892,
,-0.00243,939.36059,
,0.00533,939.60226,
,-0.00449,939.84394,
,-8.71E-04,940.08563,
,-0.00146,940.32732,
,0.00255,940.56902,
,-0.00539,940.81072,
,0.001,941.05243,
,-0.00768,941.29414,
,-0.00153,941.53586,
,-0.00373,941.77759,
,-0.00102,942.01932,
,0.00233,942.26106,
,-0.00467,942.5028,
,0.00279,942.74455,
,-0.00153,942.9863,
,6.63E-04,943.22806,
,-0.00504,943.46983,
,-0.00419,943.7116,
,-0.00363,943.95337,
,-0.00213,944.19516,
,0.00135,944.43694,
,0.00545,944.67874,
,-0.0095,944.92054,
,0.00521,945.16234,
,-2.47E-04,945.40415,
,0.00242,945.64596,
,-0.00526,945.88779,
,4.33E-05,946.12961,
,-0.0078,946.37145,
,0.00467,946.61328,
,-0.00699,946.85513,
,0.00331,947.09698,
,-0.00708,947.33883,
,-0.00105,947.58069,
,-0.00827,947.82256,
,0.00144,948.06443,
,-9.2E-04,948.3063,
,0.0016,948.54819,
,-5.99E-04,948.79007,
,0.0053,949.03197,
,-0.00314,949.27387,
,0.00176,949.51577,
,-0.00946,949.75768,
,9.49E-04,949.9996,
,-0.0063,950.24152,
,0.00331,950.48344,
,-0.00348,950.72538,
,0.00465,950.96731,
,-0.00603,951.20926,
,0.00245,951.45121,
,-0.00586,951.69316,
,0.00368,951.93512,
,-9.71E-06,952.17708,
,-9.86E-04,952.41906,
,-0.00533,952.66103,
,0.00191,952.90301,
,-0.00214,953.145,
,0.00514,953.38699,
,-0.00857,953.62899,
,7.84E-04,953.87099,
,-0.00768,954.113,
,0.00154,954.35502,
,-0.01024,954.59704,
,-0.00143,954.83906,
,-0.00949,955.08109,
,-0.00175,955.32313,
,-0.00203,955.56517,
,0.00183,955.80722,
,-0.00549,956.04927,
,0.00371,956.29133,
,-0.00452,956.53339,
,0.00186,956.77546,
,-0.00844,957.01753,
,-0.00201,957.25961,
,-0.00229,957.5017,
,0.00107,957.74379,
,-0.0057,957.98588,
,0.00761,958.22798,
,-0.00357,958.47009,
,0.00935,958.7122,
,-3.79E-04,958.95432,
,0.00624,959.19644,
,-0.00138,959.43857,
,0.00104,959.6807,
,2.53E-04,959.92284,
,0.00437,960.16498,
,-0.00649,960.40713,
,0.00157,960.64929,
,-0.00469,960.89145,
,0.00151,961.13361,
,-0.00324,961.37578,
,0.0051,961.61796,
,-0.00705,961.86014,
,0.00756,962.10233,
,-0.00433,962.34452,
,0.00516,962.58671,
,-0.00555,962.82892,
,0.00499,963.07112,
,-0.00727,963.31334,
,0.00662,963.55556,
,-0.00484,963.79778,
,0.00122,964.04001,
,-0.00604,964.28224,
,0.00107,964.52448,
,-0.00278,964.76673,
,0.00149,965.00898,
,-0.00449,965.25123,
,0.00198,965.49349,
,-0.00896,965.73576,
,-0.00383,965.97803,
,-0.008,966.22031,
,-4.48E-04,966.46259,
,-0.00914,966.70488,
,-8.9E-04,966.94717,
,-0.00423,967.18946,
,0.0046,967.43177,
,-0.00446,967.67408,
,2.66E-04,967.91639,
,-0.00245,968.15871,
,-0.00165,968.40103,
,-0.00365,968.64336,
,-8.17E-04,968.88569,
,-0.00241,969.12803,
,0.00184,969.37038,
,-0.00392,969.61273,
,-1.23E-04,969.85508,
,-0.00461,970.09744,
,-9.4E-05,970.3398,
,-3.5E-04,970.58218,
,0.00352,970.82455,
,-0.00415,971.06693,
,0.00194,971.30932,
,-0.00436,971.55171,
,0.00412,971.7941,
,2.21E-04,972.03651,
,0.00493,972.27891,
,-0.0084,972.52132,
,0.00514,972.76374,
,-0.00553,973.00616,
,0.00321,973.24859,
,-0.00784,973.49102,
,0.00303,973.73346,
,-0.00139,973.9759,
,0.00695,974.21835,
,-0.00541,974.4608,
,8.68E-04,974.70326,
,-0.00271,974.94572,
,0.00719,975.18819,
,-0.00382,975.43066,
,0.001,975.67314,
,-0.00386,975.91562,
,0.00277,976.15811,
,-0.00381,976.40061,
,-6.97E-04,976.6431,
,-0.00511,976.88561,
,0.00325,977.12812,
,-0.00542,977.37063,
,0.00173,977.61315,
,-0.00699,977.85567,
,0.00672,978.0982,
,-0.00614,978.34074,
,0.00101,978.58327,
,-0.00433,978.82582,
,2.47E-04,979.06837,
,-0.0027,979.31092,
,0.00347,979.55348,
,2.18E-04,979.79604,
,0.00278,980.03861,
,-0.00344,980.28119,
,0.00363,980.52377,
,-0.00546,980.76635,
,0.00296,981.00894,
,-0.0036,981.25154,
