wavelength,FF01-460_60,FF01-530_43,FF01-565_24,FF01-623_24,FF03-525_50,FF01-523_610,FF01-618_50,FF01-609_57,FF01-609_54,FF01-558_20
927.1,0.1978149,0.41822397,3.28E-07,2.62E-05,0.00177764,6.92E-06,3.41E-06,1.45E-07,2.1E-06,0.0001608
927.2,0.19615382,0.41823394,3.28E-07,2.77E-05,0.00179155,6.94E-06,3.4E-06,1.46E-07,2.1E-06,0.00015906
927.3,0.19443683,0.4178821,3.28E-07,2.92E-05,0.00180641,6.97E-06,3.38E-06,1.46E-07,2.09E-06,0.00015727
927.4,0.19271984,0.41753025,3.28E-07,3.08E-05,0.0018214,7E-06,3.36E-06,1.47E-07,2.09E-06,0.00015549
927.5,0.19096514,0.41682135,3.28E-07,3.25E-05,0.00183736,7.03E-06,3.34E-06,1.48E-07,2.09E-06,0.00015368
927.6,0.18921045,0.41611245,3.29E-07,3.42E-05,0.00185346,7.05E-06,3.32E-06,1.48E-07,2.09E-06,0.00015189
927.7,0.18743464,0.41505663,3.3E-07,3.61E-05,0.00187057,7.08E-06,3.3E-06,1.49E-07,2.09E-06,0.00015007
927.8,0.18565884,0.41400081,3.3E-07,3.82E-05,0.00188784,7.11E-06,3.28E-06,1.5E-07,2.09E-06,0.00014826
927.9,0.18387683,0.41261321,3.32E-07,4.03E-05,0.00190615,7.13E-06,3.26E-06,1.51E-07,2.09E-06,0.00014644
928,0.18209482,0.4112256,3.33E-07,4.25E-05,0.00192465,7.16E-06,3.24E-06,1.52E-07,2.09E-06,0.00014464
928.1,0.18031978,0.40952585,3.35E-07,4.49E-05,0.00194422,7.19E-06,3.22E-06,1.53E-07,2.09E-06,0.00014281
928.2,0.17854474,0.40782609,3.36E-07,4.74E-05,0.001964,7.22E-06,3.2E-06,1.54E-07,2.09E-06,0.00014102
928.3,0.17678816,0.40583761,3.38E-07,5.01E-05,0.0019849,7.25E-06,3.18E-06,1.55E-07,2.09E-06,0.00013921
928.4,0.17503158,0.40384912,3.4E-07,5.29E-05,0.00200602,7.28E-06,3.16E-06,1.56E-07,2.09E-06,0.00013743
928.5,0.17330334,0.40159841,3.43E-07,5.59E-05,0.00202831,7.31E-06,3.14E-06,1.57E-07,2.09E-06,0.00013564
928.6,0.17157511,0.39934771,3.45E-07,5.9E-05,0.00205084,7.34E-06,3.12E-06,1.58E-07,2.09E-06,0.00013388
928.7,0.16988359,0.39686355,3.48E-07,6.23E-05,0.00207459,7.37E-06,3.1E-06,1.59E-07,2.1E-06,0.00013212
928.8,0.16819206,0.39437939,3.51E-07,6.58E-05,0.00209862,7.4E-06,3.07E-06,1.61E-07,2.1E-06,0.00013038
928.9,0.16654425,0.39169205,3.54E-07,6.95E-05,0.0021239,7.43E-06,3.05E-06,1.62E-07,2.1E-06,0.00012865
929,0.16489644,0.3890047,3.57E-07,7.35E-05,0.00214949,7.46E-06,3.03E-06,1.64E-07,2.11E-06,0.00012695
929.1,0.16329807,0.38614515,3.61E-07,7.76E-05,0.00217639,7.5E-06,3.01E-06,1.65E-07,2.11E-06,0.00012525
929.2,0.1616997,0.38328559,3.65E-07,8.19E-05,0.00220362,7.53E-06,2.99E-06,1.67E-07,2.11E-06,0.00012359
929.3,0.16015538,0.38028481,3.69E-07,8.65E-05,0.00223222,7.57E-06,2.97E-06,1.68E-07,2.12E-06,0.00012194
929.4,0.15861107,0.37728403,3.73E-07,9.14E-05,0.0022612,7.6E-06,2.95E-06,1.7E-07,2.12E-06,0.00012031
929.5,0.15712444,0.37417239,3.77E-07,9.64E-05,0.00229159,7.64E-06,2.92E-06,1.72E-07,2.13E-06,0.0001187
929.6,0.15563781,0.37106075,3.82E-07,0.00010181,0.00232238,7.68E-06,2.9E-06,1.74E-07,2.13E-06,0.00011712
929.7,0.15421162,0.36786749,3.87E-07,0.00010742,0.00235466,7.71E-06,2.88E-06,1.76E-07,2.14E-06,0.00011556
929.8,0.15278543,0.36467423,3.92E-07,0.00011333,0.00238738,7.75E-06,2.86E-06,1.78E-07,2.14E-06,0.00011402
929.9,0.1514217,0.36142702,3.97E-07,0.00011947,0.00242164,7.79E-06,2.83E-06,1.8E-07,2.15E-06,0.00011252
930,0.15005798,0.3581798,4.03E-07,0.00012593,0.00245639,7.83E-06,2.81E-06,1.82E-07,2.16E-06,0.00011103
930.1,0.1487581,0.35490443,4.09E-07,0.00013255,0.00249273,7.87E-06,2.79E-06,1.85E-07,2.16E-06,0.00010957
930.2,0.14745822,0.35162905,4.15E-07,0.00013952,0.00252961,7.92E-06,2.77E-06,1.87E-07,2.17E-06,0.00010814
930.3,0.14622306,0.34834922,4.21E-07,0.00014652,0.00256815,7.96E-06,2.74E-06,1.9E-07,2.18E-06,0.00010673
930.4,0.1449879,0.34506939,4.28E-07,0.00015387,0.00260728,8.01E-06,2.72E-06,1.92E-07,2.19E-06,0.00010535
930.5,0.14381786,0.3418066,4.35E-07,0.00016103,0.00264812,8.05E-06,2.7E-06,1.95E-07,2.19E-06,0.000104
930.6,0.14264783,0.3385438,4.42E-07,0.00016851,0.00268961,8.1E-06,2.67E-06,1.98E-07,2.2E-06,0.00010267
930.7,0.14154299,0.33531725,4.5E-07,0.00017545,0.00273288,8.15E-06,2.65E-06,2.01E-07,2.21E-06,0.00010137
930.8,0.14043814,0.3320907,4.57E-07,0.00018267,0.00277684,8.2E-06,2.63E-06,2.04E-07,2.22E-06,0.0001001
930.9,0.13939825,0.32891733,4.65E-07,0.00018883,0.00282264,8.25E-06,2.6E-06,2.07E-07,2.23E-06,9.89E-05
931,0.13835836,0.32574396,4.74E-07,0.0001952,0.0028692,8.3E-06,2.58E-06,2.1E-07,2.24E-06,9.76E-05
931.1,0.13738296,0.32263852,4.83E-07,0.0001999,0.00291766,8.35E-06,2.56E-06,2.14E-07,2.25E-06,9.64E-05
931.2,0.13640756,0.31953308,4.91E-07,0.0002047,0.00296693,8.4E-06,2.53E-06,2.17E-07,2.26E-06,9.53E-05
931.3,0.135496,0.31650821,5.01E-07,0.00020717,0.00301816,8.46E-06,2.51E-06,2.21E-07,2.27E-06,9.41E-05
931.4,0.13458444,0.31348335,5.1E-07,0.00020967,0.00307028,8.51E-06,2.48E-06,2.25E-07,2.28E-06,9.30E-05
931.5,0.13373595,0.31054977,5.2E-07,0.00020932,0.00312439,8.57E-06,2.46E-06,2.29E-07,2.3E-06,9.19E-05
931.6,0.13288747,0.30761619,5.31E-07,0.00020897,0.00317946,8.63E-06,2.44E-06,2.33E-07,2.31E-06,9.09E-05
931.7,0.1321012,0.30478281,5.41E-07,0.00020558,0.00323658,8.69E-06,2.41E-06,2.38E-07,2.32E-06,8.99E-05
931.8,0.13131493,0.30194942,5.52E-07,0.00020224,0.00329473,8.75E-06,2.39E-06,2.42E-07,2.33E-06,8.88E-05
931.9,0.13058996,0.29922353,5.63E-07,0.00019607,0.00335495,8.81E-06,2.36E-06,2.47E-07,2.35E-06,8.79E-05
932,0.12986499,0.29649763,5.75E-07,0.00019009,0.00341627,8.87E-06,2.34E-06,2.52E-07,2.36E-06,8.69E-05
932.1,0.12920037,0.29388506,5.87E-07,0.00018186,0.00347969,8.94E-06,2.32E-06,2.57E-07,2.38E-06,8.60E-05
932.2,0.12853576,0.29127249,5.99E-07,0.00017398,0.00354429,9E-06,2.29E-06,2.63E-07,2.39E-06,8.51E-05
932.3,0.12793056,0.28877777,6.12E-07,0.0001646,0.00361099,9.07E-06,2.27E-06,2.68E-07,2.41E-06,8.42E-05
932.4,0.12732536,0.28628305,6.25E-07,0.00015572,0.00367895,9.14E-06,2.25E-06,2.74E-07,2.42E-06,8.33E-05
932.5,0.12677865,0.28390961,6.38E-07,0.00014606,0.00374899,9.21E-06,2.22E-06,2.8E-07,2.44E-06,8.25E-05
932.6,0.12623194,0.28153617,6.52E-07,0.000137,0.00382037,9.28E-06,2.2E-06,2.87E-07,2.45E-06,8.17E-05
932.7,0.12574283,0.27928647,6.66E-07,0.00012773,0.00389381,9.35E-06,2.17E-06,2.94E-07,2.47E-06,8.09E-05
932.8,0.12525372,0.27703678,6.8E-07,0.00011909,0.00396865,9.42E-06,2.15E-06,3.01E-07,2.49E-06,8.01E-05
932.9,0.12482139,0.27491248,6.95E-07,0.00011062,0.00404548,9.5E-06,2.13E-06,3.08E-07,2.5E-06,7.94E-05
933,0.12438906,0.27278819,7.1E-07,0.00010275,0.0041238,9.57E-06,2.11E-06,3.16E-07,2.52E-06,7.87E-05
933.1,0.12401274,0.27079028,7.25E-07,9.53E-05,0.004204,9.65E-06,2.08E-06,3.24E-07,2.54E-06,7.80E-05
933.2,0.12363642,0.26879237,7.4E-07,8.83E-05,0.00428576,9.73E-06,2.06E-06,3.32E-07,2.56E-06,7.73E-05
933.3,0.12331542,0.26692128,7.56E-07,8.19E-05,0.00436926,9.81E-06,2.04E-06,3.41E-07,2.58E-06,7.67E-05
933.4,0.12299443,0.2650502,7.72E-07,7.59E-05,0.0044544,9.89E-06,2.01E-06,3.51E-07,2.6E-06,7.60E-05
933.5,0.12272815,0.26330592,7.88E-07,7.04E-05,0.00454108,9.97E-06,1.99E-06,3.6E-07,2.62E-06,7.54E-05
933.6,0.12246188,0.26156164,8.05E-07,6.52E-05,0.00462946,1.01E-05,1.97E-06,3.71E-07,2.64E-06,7.48E-05
933.7,0.12224982,0.25994381,8.21E-07,6.06E-05,0.00471915,1.01E-05,1.95E-06,3.82E-07,2.66E-06,7.43E-05
933.8,0.12203775,0.25832599,8.38E-07,5.63E-05,0.00481059,1.02E-05,1.93E-06,3.93E-07,2.69E-06,7.37E-05
933.9,0.12187949,0.25683399,8.55E-07,5.23E-05,0.00490303,1.03E-05,1.9E-06,4.05E-07,2.71E-06,7.32E-05
934,0.12172123,0.255342,8.72E-07,4.87E-05,0.00499726,1.04E-05,1.88E-06,4.17E-07,2.73E-06,7.27E-05
934.1,0.12161647,0.25397505,8.89E-07,4.54E-05,0.00509214,1.05E-05,1.86E-06,4.31E-07,2.76E-06,7.22E-05
934.2,0.1215117,0.25260809,9.07E-07,4.23E-05,0.00518882,1.06E-05,1.84E-06,4.44E-07,2.78E-06,7.17E-05
934.3,0.12146023,0.25136526,9.24E-07,3.96E-05,0.00528571,1.07E-05,1.82E-06,4.59E-07,2.8E-06,7.13E-05
934.4,0.12140875,0.25012243,9.42E-07,3.7E-05,0.00538441,1.08E-05,1.8E-06,4.74E-07,2.83E-06,7.09E-05
934.5,0.12141047,0.24900276,9.59E-07,3.47E-05,0.00548282,1.09E-05,1.78E-06,4.91E-07,2.86E-06,7.05E-05
934.6,0.12141219,0.24788308,9.76E-07,3.25E-05,0.00558302,1.1E-05,1.76E-06,5.08E-07,2.88E-06,7.01E-05
934.7,0.12146713,0.24688557,9.93E-07,3.05E-05,0.00568233,1.11E-05,1.74E-06,5.26E-07,2.91E-06,6.97E-05
934.8,0.12152207,0.24588806,1.01E-06,2.86E-05,0.00578341,1.12E-05,1.72E-06,5.45E-07,2.94E-06,6.93E-05
934.9,0.12163036,0.24501175,1.03E-06,2.7E-05,0.00588293,1.13E-05,1.7E-06,5.65E-07,2.97E-06,6.90E-05
935,0.12173865,0.24413543,1.04E-06,2.54E-05,0.00598417,1.14E-05,1.68E-06,5.86E-07,3E-06,6.87E-05
935.1,0.12190055,0.2433794,1.06E-06,2.4E-05,0.00608311,1.15E-05,1.66E-06,6.09E-07,3.03E-06,6.84E-05
935.2,0.12206244,0.24262337,1.08E-06,2.26E-05,0.00618368,1.16E-05,1.64E-06,6.33E-07,3.06E-06,6.81E-05
935.3,0.12227833,0.2419868,1.09E-06,2.14E-05,0.00628116,1.17E-05,1.63E-06,6.58E-07,3.09E-06,6.78E-05
935.4,0.12249421,0.24135023,1.11E-06,2.03E-05,0.00638017,1.18E-05,1.61E-06,6.85E-07,3.12E-06,6.76E-05
935.5,0.12276459,0.24083244,1.12E-06,1.92E-05,0.00647522,1.19E-05,1.59E-06,7.14E-07,3.15E-06,6.74E-05
935.6,0.12303497,0.24031464,1.14E-06,1.83E-05,0.00657169,1.2E-05,1.57E-06,7.43E-07,3.19E-06,6.71E-05
935.7,0.12336048,0.23991506,1.15E-06,1.74E-05,0.00666331,1.21E-05,1.56E-06,7.75E-07,3.22E-06,6.70E-05
935.8,0.12368599,0.23951548,1.16E-06,1.65E-05,0.0067562,1.22E-05,1.54E-06,8.09E-07,3.26E-06,6.68E-05
935.9,0.12406741,0.23923372,1.18E-06,1.57E-05,0.00684332,1.23E-05,1.52E-06,8.45E-07,3.29E-06,6.66E-05
936,0.12444882,0.23895195,1.19E-06,1.5E-05,0.00693157,1.24E-05,1.51E-06,8.82E-07,3.33E-06,6.65E-05
936.1,0.12488706,0.2387878,1.2E-06,1.43E-05,0.00701315,1.26E-05,1.49E-06,9.22E-07,3.37E-06,6.63E-05
936.2,0.1253253,0.23862364,1.21E-06,1.37E-05,0.00709569,1.27E-05,1.47E-06,9.64E-07,3.41E-06,6.62E-05
936.3,0.12582143,0.23857707,1.22E-06,1.31E-05,0.0071707,1.28E-05,1.46E-06,1.01E-06,3.45E-06,6.61E-05
936.4,0.12631756,0.2385305,1.23E-06,1.26E-05,0.0072465,1.29E-05,1.44E-06,1.06E-06,3.49E-06,6.60E-05
936.5,0.12687281,0.23860172,1.24E-06,1.2E-05,0.00731396,1.3E-05,1.43E-06,1.11E-06,3.53E-06,6.60E-05
936.6,0.12742806,0.23867293,1.25E-06,1.16E-05,0.00738206,1.32E-05,1.42E-06,1.16E-06,3.57E-06,6.59E-05
936.7,0.12804382,0.23886235,1.26E-06,1.11E-05,0.00744111,1.33E-05,1.4E-06,1.21E-06,3.61E-06,6.59E-05
936.8,0.12865957,0.23905177,1.27E-06,1.07E-05,0.00750064,1.34E-05,1.39E-06,1.27E-06,3.66E-06,6.59E-05
936.9,0.12933738,0.23936004,1.27E-06,1.03E-05,0.00755055,1.35E-05,1.37E-06,1.33E-06,3.7E-06,6.59E-05
937,0.1300152,0.23966831,1.28E-06,9.91E-06,0.00760079,1.37E-05,1.36E-06,1.39E-06,3.75E-06,6.59E-05
937.1,0.13075679,0.24009633,1.29E-06,9.57E-06,0.00764098,1.38E-05,1.35E-06,1.45E-06,3.8E-06,6.60E-05
937.2,0.13149838,0.24052434,1.29E-06,9.24E-06,0.00768137,1.39E-05,1.34E-06,1.52E-06,3.85E-06,6.60E-05
937.3,0.13230566,0.24107323,1.3E-06,8.93E-06,0.00771143,1.41E-05,1.32E-06,1.59E-06,3.9E-06,6.61E-05
937.4,0.13311293,0.24162212,1.3E-06,8.64E-06,0.00774161,1.42E-05,1.31E-06,1.66E-06,3.95E-06,6.62E-05
937.5,0.13398798,0.24229326,1.3E-06,8.37E-06,0.00776135,1.43E-05,1.3E-06,1.72E-06,4E-06,6.63E-05
937.6,0.13486303,0.2429644,1.31E-06,8.11E-06,0.00778114,1.45E-05,1.29E-06,1.79E-06,4.05E-06,6.64E-05
937.7,0.13580813,0.24375942,1.31E-06,7.87E-06,0.00779056,1.46E-05,1.28E-06,1.86E-06,4.11E-06,6.66E-05
937.8,0.13675324,0.24455444,1.31E-06,7.64E-06,0.0078,1.47E-05,1.27E-06,1.92E-06,4.16E-06,6.67E-05
937.9,0.13777089,0.24547521,1.31E-06,7.43E-06,0.00779932,1.49E-05,1.26E-06,1.98E-06,4.22E-06,6.69E-05
938,0.13878854,0.24639599,1.31E-06,7.22E-06,0.00779864,1.5E-05,1.25E-06,2.04E-06,4.28E-06,6.71E-05
938.1,0.13988143,0.24744464,1.31E-06,7.04E-06,0.00778825,1.52E-05,1.24E-06,2.08E-06,4.34E-06,6.74E-05
938.2,0.14097432,0.2484933,1.31E-06,6.85E-06,0.00777786,1.53E-05,1.23E-06,2.13E-06,4.4E-06,6.76E-05
938.3,0.14214537,0.24967219,1.31E-06,6.69E-06,0.00775831,1.55E-05,1.22E-06,2.16E-06,4.46E-06,6.79E-05
938.4,0.14331641,0.25085108,1.31E-06,6.53E-06,0.0077388,1.56E-05,1.21E-06,2.18E-06,4.52E-06,6.81E-05
938.5,0.14456874,0.25216278,1.31E-06,6.38E-06,0.00771078,1.57E-05,1.2E-06,2.19E-06,4.59E-06,6.84E-05
938.6,0.14582107,0.25347449,1.31E-06,6.23E-06,0.00768285,1.59E-05,1.19E-06,2.2E-06,4.66E-06,6.87E-05
938.7,0.14715806,0.25492182,1.3E-06,6.1E-06,0.00764717,1.6E-05,1.19E-06,2.19E-06,4.73E-06,6.91E-05
938.8,0.14849505,0.25636916,1.3E-06,5.98E-06,0.00761164,1.62E-05,1.18E-06,2.18E-06,4.8E-06,6.94E-05
938.9,0.14992033,0.25795514,1.3E-06,5.86E-06,0.00756917,1.63E-05,1.17E-06,2.15E-06,4.87E-06,6.98E-05
939,0.15134561,0.25954113,1.3E-06,5.75E-06,0.00752693,1.65E-05,1.16E-06,2.11E-06,4.94E-06,7.02E-05
939.1,0.15286306,0.261269,1.29E-06,5.65E-06,0.00747858,1.66E-05,1.16E-06,2.06E-06,5.02E-06,7.07E-05
939.2,0.15438052,0.26299686,1.29E-06,5.54E-06,0.00743054,1.68E-05,1.15E-06,2.02E-06,5.1E-06,7.11E-05
939.3,0.15599432,0.26487002,1.29E-06,5.46E-06,0.00737725,1.69E-05,1.14E-06,1.95E-06,5.18E-06,7.16E-05
939.4,0.15760813,0.26674318,1.28E-06,5.37E-06,0.00732435,1.71E-05,1.14E-06,1.89E-06,5.26E-06,7.21E-05
939.5,0.15932273,0.26876519,1.28E-06,5.29E-06,0.00726704,1.72E-05,1.13E-06,1.82E-06,5.34E-06,7.26E-05
939.6,0.16103734,0.27078721,1.27E-06,5.21E-06,0.00721018,1.73E-05,1.13E-06,1.76E-06,5.43E-06,7.31E-05
939.7,0.16285751,0.27296179,1.27E-06,5.15E-06,0.00714974,1.75E-05,1.12E-06,1.68E-06,5.52E-06,7.37E-05
939.8,0.16467769,0.27513636,1.27E-06,5.08E-06,0.0070898,1.76E-05,1.12E-06,1.62E-06,5.61E-06,7.43E-05
939.9,0.1666085,0.2774673,1.26E-06,5.02E-06,0.00702705,1.78E-05,1.11E-06,1.54E-06,5.7E-06,7.49E-05
940,0.16853931,0.27979824,1.26E-06,4.96E-06,0.00696487,1.79E-05,1.11E-06,1.47E-06,5.79E-06,7.55E-05
940.1,0.17058617,0.2822894,1.25E-06,4.92E-06,0.00690059,1.8E-05,1.1E-06,1.4E-06,5.89E-06,7.62E-05
940.2,0.17263303,0.28478055,1.25E-06,4.87E-06,0.00683691,1.82E-05,1.1E-06,1.34E-06,5.99E-06,7.69E-05
940.3,0.1748017,0.28743579,1.24E-06,4.83E-06,0.00677181,1.83E-05,1.1E-06,1.27E-06,6.09E-06,7.76E-05
940.4,0.17697036,0.29009103,1.24E-06,4.79E-06,0.00670732,1.84E-05,1.09E-06,1.21E-06,6.2E-06,7.84E-05
940.5,0.17926694,0.29291417,1.23E-06,4.76E-06,0.00664202,1.85E-05,1.09E-06,1.15E-06,6.3E-06,7.92E-05
940.6,0.18156352,0.2957373,1.23E-06,4.73E-06,0.00657734,1.86E-05,1.09E-06,1.1E-06,6.41E-06,8.00E-05
940.7,0.18399449,0.29873203,1.22E-06,4.7E-06,0.00651238,1.88E-05,1.09E-06,1.04E-06,6.53E-06,8.09E-05
940.8,0.18642546,0.30172675,1.22E-06,4.68E-06,0.00644806,1.89E-05,1.08E-06,9.91E-07,6.64E-06,8.18E-05
940.9,0.18899769,0.30489655,1.21E-06,4.67E-06,0.00638393,1.9E-05,1.08E-06,9.43E-07,6.76E-06,8.27E-05
941,0.19156992,0.30806635,1.21E-06,4.65E-06,0.00632042,1.91E-05,1.08E-06,8.98E-07,6.88E-06,8.36E-05
941.1,0.19429065,0.3114144,1.21E-06,4.64E-06,0.00625752,1.92E-05,1.08E-06,8.55E-07,7.01E-06,8.46E-05
941.2,0.19701139,0.31476245,1.2E-06,4.64E-06,0.00619523,1.93E-05,1.08E-06,8.14E-07,7.14E-06,8.57E-05
941.3,0.19988828,0.31829152,1.2E-06,4.64E-06,0.00613389,1.93E-05,1.08E-06,7.76E-07,7.27E-06,8.68E-05
941.4,0.20276517,0.3218206,1.19E-06,4.64E-06,0.00607316,1.94E-05,1.07E-06,7.39E-07,7.4E-06,8.79E-05
941.5,0.20580627,0.32553292,1.19E-06,4.65E-06,0.00601368,1.95E-05,1.07E-06,7.06E-07,7.54E-06,8.90E-05
941.6,0.20884736,0.32924525,1.18E-06,4.65E-06,0.00595477,1.96E-05,1.07E-06,6.73E-07,7.68E-06,9.02E-05
941.7,0.21206112,0.33314237,1.18E-06,4.67E-06,0.00589737,1.96E-05,1.07E-06,6.43E-07,7.83E-06,9.15E-05
941.8,0.21527488,0.33703949,1.17E-06,4.69E-06,0.00584051,1.97E-05,1.07E-06,6.15E-07,7.98E-06,9.27E-05
941.9,0.21867016,0.3411221,1.17E-06,4.71E-06,0.00578537,1.98E-05,1.07E-06,5.88E-07,8.14E-06,9.41E-05
942,0.22206544,0.34520471,1.17E-06,4.74E-06,0.00573074,1.98E-05,1.07E-06,5.63E-07,8.29E-06,9.54E-05
942.1,0.22565148,0.34947249,1.16E-06,4.77E-06,0.00567799,1.98E-05,1.08E-06,5.39E-07,8.46E-06,9.69E-05
942.2,0.22923753,0.35374026,1.16E-06,4.81E-06,0.00562573,1.99E-05,1.08E-06,5.17E-07,8.62E-06,9.84E-05
942.3,0.233024,0.35819167,1.16E-06,4.85E-06,0.00557549,1.99E-05,1.08E-06,4.96E-07,8.8E-06,9.99E-05
942.4,0.23681047,0.36264308,1.15E-06,4.9E-06,0.0055257,1.99E-05,1.08E-06,4.75E-07,8.97E-06,0.00010149
942.5,0.24080737,0.36727514,1.15E-06,4.95E-06,0.00547803,1.99E-05,1.08E-06,4.57E-07,9.15E-06,0.00010316
942.6,0.24480426,0.37190721,1.15E-06,5.01E-06,0.00543078,2E-05,1.08E-06,4.39E-07,9.34E-06,0.00010485
942.7,0.24902194,0.3767153,1.14E-06,5.07E-06,0.00538574,2E-05,1.09E-06,4.22E-07,9.53E-06,0.00010664
942.8,0.25323961,0.38152339,1.14E-06,5.14E-06,0.00534108,2E-05,1.09E-06,4.06E-07,9.73E-06,0.00010846
942.9,0.25768868,0.38650094,1.14E-06,5.22E-06,0.00529869,1.99E-05,1.09E-06,3.91E-07,9.93E-06,0.00011038
943,0.26213775,0.3914785,1.13E-06,5.3E-06,0.00525665,1.99E-05,1.09E-06,3.77E-07,1.01E-05,0.00011233
943.1,0.26682908,0.3966168,1.13E-06,5.39E-06,0.00521693,1.99E-05,1.1E-06,3.63E-07,1.04E-05,0.00011439
943.2,0.2715204,0.4017551,1.13E-06,5.49E-06,0.00517751,1.99E-05,1.1E-06,3.5E-07,1.06E-05,0.00011648
943.3,0.27646499,0.40704299,1.13E-06,5.6E-06,0.00514046,1.99E-05,1.1E-06,3.38E-07,1.08E-05,0.00011868
943.4,0.28140957,0.41233089,1.13E-06,5.71E-06,0.00510367,1.98E-05,1.11E-06,3.26E-07,1.1E-05,0.00012093
943.5,0.28661849,0.41775456,1.12E-06,5.83E-06,0.00506926,1.98E-05,1.11E-06,3.15E-07,1.13E-05,0.00012329
943.6,0.29182741,0.42317824,1.12E-06,5.96E-06,0.00503509,1.97E-05,1.11E-06,3.05E-07,1.15E-05,0.0001257
943.7,0.29731168,0.42872097,1.12E-06,6.11E-06,0.00500332,1.97E-05,1.12E-06,2.95E-07,1.18E-05,0.00012823
943.8,0.30279595,0.4342637,1.12E-06,6.27E-06,0.00497174,1.96E-05,1.12E-06,2.85E-07,1.2E-05,0.00013081
943.9,0.30856641,0.43990566,1.12E-06,6.44E-06,0.00494257,1.96E-05,1.13E-06,2.77E-07,1.23E-05,0.00013353
944,0.31433687,0.44554763,1.12E-06,6.62E-06,0.00491357,1.95E-05,1.13E-06,2.68E-07,1.26E-05,0.00013629
944.1,0.32040399,0.45126572,1.12E-06,6.82E-06,0.00488697,1.94E-05,1.14E-06,2.6E-07,1.29E-05,0.0001392
944.2,0.32647111,0.45698381,1.12E-06,7.03E-06,0.00486051,1.94E-05,1.14E-06,2.52E-07,1.32E-05,0.00014216
944.3,0.33284478,0.46275153,1.12E-06,7.26E-06,0.00483645,1.93E-05,1.15E-06,2.44E-07,1.35E-05,0.00014527
944.4,0.33921845,0.46851925,1.12E-06,7.51E-06,0.0048125,1.92E-05,1.15E-06,2.37E-07,1.38E-05,0.00014845
944.5,0.34590775,0.4743067,1.12E-06,7.78E-06,0.00479095,1.92E-05,1.16E-06,2.31E-07,1.41E-05,0.00015177
944.6,0.35259705,0.48009415,1.12E-06,8.07E-06,0.00476949,1.91E-05,1.16E-06,2.24E-07,1.44E-05,0.00015517
944.7,0.35961002,0.48586811,1.12E-06,8.39E-06,0.0047504,1.9E-05,1.17E-06,2.18E-07,1.48E-05,0.00015871
944.8,0.36662299,0.49164207,1.13E-06,8.73E-06,0.00473139,1.89E-05,1.17E-06,2.12E-07,1.51E-05,0.00016235
944.9,0.3739663,0.4973662,1.13E-06,9.11E-06,0.00471475,1.88E-05,1.18E-06,2.06E-07,1.55E-05,0.00016613
945,0.38130962,0.50309033,1.13E-06,9.52E-06,0.00469816,1.88E-05,1.18E-06,2.01E-07,1.59E-05,0.00017001
945.1,0.38898826,0.50872547,1.13E-06,9.97E-06,0.00468392,1.87E-05,1.19E-06,1.95E-07,1.62E-05,0.00017405
945.2,0.3966669,0.51436061,1.14E-06,1.04E-05,0.00466972,1.86E-05,1.19E-06,1.9E-07,1.66E-05,0.00017818
945.3,0.40468376,0.51986522,1.14E-06,1.1E-05,0.00465786,1.85E-05,1.2E-06,1.86E-07,1.7E-05,0.00018247
945.4,0.41270062,0.52536983,1.14E-06,1.16E-05,0.00464602,1.84E-05,1.2E-06,1.81E-07,1.75E-05,0.00018687
945.5,0.42105609,0.5307006,1.15E-06,1.22E-05,0.00463651,1.83E-05,1.21E-06,1.77E-07,1.79E-05,0.00019142
945.6,0.42941156,0.53603137,1.15E-06,1.29E-05,0.00462702,1.82E-05,1.21E-06,1.72E-07,1.83E-05,0.00019609
945.7,0.43810308,0.54114393,1.15E-06,1.37E-05,0.00461983,1.82E-05,1.22E-06,1.68E-07,1.88E-05,0.00020092
945.8,0.44679459,0.54625649,1.16E-06,1.45E-05,0.00461265,1.81E-05,1.22E-06,1.64E-07,1.93E-05,0.00020586
945.9,0.45581615,0.55110628,1.16E-06,1.55E-05,0.00460777,1.8E-05,1.23E-06,1.61E-07,1.98E-05,0.00021095
946,0.46483771,0.55595606,1.17E-06,1.65E-05,0.0046029,1.79E-05,1.23E-06,1.57E-07,2.03E-05,0.00021616
946.1,0.47417938,0.56049926,1.18E-06,1.77E-05,0.00460031,1.79E-05,1.24E-06,1.53E-07,2.08E-05,0.00022151
946.2,0.48352106,0.56504246,1.18E-06,1.9E-05,0.00459772,1.78E-05,1.24E-06,1.5E-07,2.13E-05,0.000227
946.3,0.49316856,0.56923709,1.19E-06,2.04E-05,0.0045974,1.77E-05,1.25E-06,1.47E-07,2.19E-05,0.0002326
946.4,0.50281607,0.57343172,1.2E-06,2.19E-05,0.00459708,1.76E-05,1.25E-06,1.44E-07,2.25E-05,0.00023833
946.5,0.51275022,0.57723863,1.2E-06,2.37E-05,0.00459903,1.76E-05,1.25E-06,1.41E-07,2.3E-05,0.00024416
946.6,0.52268437,0.58104553,1.21E-06,2.55E-05,0.00460098,1.75E-05,1.26E-06,1.38E-07,2.37E-05,0.00025013
946.7,0.5328806,0.58442945,1.22E-06,2.76E-05,0.00460519,1.75E-05,1.26E-06,1.35E-07,2.43E-05,0.00025615
946.8,0.54307683,0.58781336,1.23E-06,2.98E-05,0.0046094,1.74E-05,1.26E-06,1.32E-07,2.49E-05,0.00026233
